SR-38,QARSHI INDUSTRIES (PVT.) LTD,JAM-E-SHIRIN BOULEVARD,,Lahore,Punjab,111 200 300,Miscellaneous,,,
SR-463,QUALITY 1 PETROLEUM (PVT) LTD.,1ST FLOOR EVACUEE TRUST COMPLEX,ISLAMABAD.,ISLAMABAD.,Federal Entity,051 2870063-4,Miscellaneous,,,
SR-464,REGLER ENGG PVT LTD C/O IRFAN SB,437-J COMMERCIAL AREA DHA EME-SECTOR,LAHORE.,Lahore,Punjab,37509139 35057589,Miscellaneous,,,
SR-465,RG MATCH INDUSTRIES PVT LTD,PLOT # 36-B INDUSTRIAL ESTATE,PESHAWAR,PESHAWAR,Khyber KPK,091 58171115817222,Miscellaneous,,,
SR-466,RIAZ TEXTILE MILLS LTD,202-B 2ND FLOOR CITY TOWERS,LAHORE.,Lahore,Punjab,35770036-7,Miscellaneous,,,
SR-224,ROSHAN PACKAGES PVT LTD. ** (FLEXIBLE),325 G-III M.A. JOHAR TOWN,Lahore,Lahore,Punjab,042-35290734-7,Miscellaneous,,,
SR-225,ROSHAN PACKAGES PVT LTD.( CORRUGATION),325 G-III M.A. JOHAR TOWN,,Lahore,Punjab,35290734-7,Miscellaneous,,,
SR-467,RUPALI POLYESTER LTD.,RUPALI HOUSE 241-242,LAHORE.,Lahore,Punjab,35792180-97,Miscellaneous,,,
SR-39,S M ENTERPRISES C/o SAMAR,SUITE NO. 05 RAMZAN PLAZA,,Lahore,Punjab,42,Miscellaneous,,,
SR-468,S NOOR DIN &amp; SONS,4KM KAHNA KACHHA ROAD,LAHORE.,Lahore,Punjab,111 13 13 13,Miscellaneous,,,
SR-311,SAAD TEXTILE MILLS (PVT.) LTD,1-KM DEFENCE ROAD BHUBTIAN CHOWK,,Lahore,Punjab,35320064-66,Miscellaneous,,,
SR-239,Sajid Brothers engineering Industries,600 meter off GT road Rajbah Awais,Qarni Road Ghulam Muhammad Town,Gujranwala,Punjab,055-3824891-92,Miscellaneous,,,
SR-469,SAMAR ENTERPRISES CRV,OFFICE # 3 RAMZAN PLAZA,LAHORE.,Lahore,Punjab,37832204,Miscellaneous,,,
SR-312,SANA SYNDICATE,SHOP #3 AL REHMAN TRADE CENTRE,,KARACHI,SINDH,021 32444346,Miscellaneous,,,
SR-313,SEFAM (PVT) LTD,21-WARIS ROAD,,Lahore,Punjab,111 222 500,Miscellaneous,,,
SR-1136,SERVICE INDUSTRIES LTD,10-KM SHEIKHUPURA ROAD,MURIDKE,MURIDKE,Punjab,7991711-12,Miscellaneous,,,
SR-1137,SHAFI (PVT.) LTD.,13-KM SHEIKHUPURA ROAD,Lahore,Lahore,Punjab,37164404-05 37970638-9,Miscellaneous,,,
SR-470,SHAHKAM INDUSTRIES (PVT) LTD,77- G MODEL TOWN,LAHORE.,Lahore,Punjab,111007777,Miscellaneous,,,
SR-217,SHAHKAM INDUSTRIES (PVT) LTD,77- G MODEL TOWN,LAHORE.,Lahore,Punjab,111007777,Miscellaneous,,,
SR-1138,SHAHRAJ (PVT.) LTD.,PLOT # 147 &amp; 148 M BLOCK,LAHORE.,Lahore,Punjab,35213501-9,Miscellaneous,,,
SR-1139,SHAHRAJ FABRICS (PVT.) LTD.,PLOT # 147 &amp; 148 M BLOCK,LAHORE.,Lahore,Punjab,35213501-9,Miscellaneous,,,
SR-471,SHAHRAJ FABRICS LTD,147-148-M BLOCK,LAHORE.,Lahore,Punjab,030098426774,Miscellaneous,,,
SR-218,SHAQURRI &amp; SONS,STREET NO.2 NEAR TAZA GUL MASQUE,RAWALPINDI,RAWALPINDI,Punjab,0346-5230852,Miscellaneous,,,
SR-472,SHAQURRI &amp; SONS ISD,2ND FLOOR CHENAB PLAZA,ISLAMABAD.,ISLAMABAD.,Federal Entity,051-2347253,Miscellaneous,,,
SR-219,SHAQURRI INTERNATIONAL (PVT) LTD,H.NO.41 ST.38 F-6/I,ISLAMABAD.,ISLAMABAD.,Federal Entity,051 8351755 8351855,Miscellaneous,,,
SR-473,SHAQURRI INTERNATIONAL ISD,STREET # 28 HOUSE NO. 31,ISLAMABAD.,ISLAMABAD.,Federal Entity,051-8351855,Miscellaneous,,,
SR-474,SHEIKHOO SUGAR MILLS,F-11 PHASE-1 COMMERCIAL AREA,LAHORE.,Lahore,Punjab,357289013589250835894419,Miscellaneous,,,
SR-475,SHEZAN INTERNATIONAL LTD,56 BUND ROAD,LAHORE.,Lahore,Punjab,37466900-4,Miscellaneous,,,
SR-220,SHEZAN INTERNATIONAL LTD,56-BUND ROAD,Lahore,Lahore,Punjab,37466900-437466721-3,Miscellaneous,,,
SR-1140,SHEZAN INTERNATIONAL LTD.,56-BUND ROAD,LAHORE.,Lahore,Punjab,37466900-437466721-3,Miscellaneous,,,
SR-476,SITARA CHEMICAL INDUSTRIES LTD.,32-KM FAISALABAD-,FAISALABAD,Faisalabad,Punjab,041-4689141-46,Miscellaneous,,,
SR-477,STAR AUTOMATION,83-N MODEL TOWN (EXT),LAHORE.,Lahore,Punjab,35175265-66,Miscellaneous,,,
SR-478,STYLE TEXTILE PVT LTD,126/3 KOT LAKHPAT,LAHORE.,Lahore,Punjab,35156389,Miscellaneous,,,
SR-314,SUPARCO,SECTOR 28 GULZAR-E-HIJRI,,KARACHI,SINDH,21,Miscellaneous,,,
SR-221,SUPER ASIA MOHAMMAD DIN SONS (PVT) LTD,G.T.ROAD,Gujranwala,Gujranwala,Punjab,055 4272801-05,Miscellaneous,,,
SR-479,TAPAL TEA PVT LTD,RAIWIND FACTORY,,,,51,Miscellaneous,,,
SR-480,TAPL TECHNICAL ASSOCIATES PVT LTD,5-BAWA PARK,LAHORE.,Lahore,Punjab,111 888 333,Miscellaneous,,,
SR-1141,TARIQ GLASS INDUSTRIES LTD,128-J MODEL TOWN,Lahore,Lahore,Punjab,111343434/fac 0563785441/3,Miscellaneous,,,
SR-238,TRADE LINX,16-J JOHAR TOWN,LAHORE.,Lahore,Punjab,35314888,Miscellaneous,,,
SR-223,TRADE TACTS INTERNATIONAL (PVT) LTD.,259 WEST WOOD COLONY,Lahore,Lahore,Punjab,37498501-4,Miscellaneous,,,
SR-1142,TREET CORPORATION LTD.,72-B KOT LAKHPAT INDUSTRIAL AREA,LAHORE.,Lahore,Punjab,35830881,Miscellaneous,,,
SR-315,UMAR BROTHERS &amp; COMPANY,H-173/3 IQBAL ROAD,,RAWALPINDI,Punjab,051 555 2142,Miscellaneous,,,
SR-481,WATT N VOLT NEW A/C,17TH KM FEROZE PUR ROAD,LAHORE.,Lahore,Punjab,35820595/35820296,Miscellaneous,,,
SR-1143,WATT N VOLT PUR A/C,18KM FEROZUPUR ROAD,LAHORE.,Lahore,Punjab,042,Miscellaneous,,,
SR-482,XTREME ENGG (SAJID SB),OFFICE# 2 1ST FLOOR AHMAD PLAZA,Multan,Multan,Punjab,061-6526524,Miscellaneous,,,
SR-483,YUM PAKISTAN,GULBERG BRANCH 24K,LAHORE.,Lahore,Punjab,42,Miscellaneous,,,
