﻿3113CFUSEFuse-12X50MM-10A, Cylindrical HRC Fuse 12 X 50 mm  10 A /500 V, Fuse-12X50MM-10A, Fuse-12X50MM-10A, 9
﻿2801LMTSWHAZ7311, Limit Switch Panel mount roller plunger, AZ7311, AZ7311, 9
﻿3222TB285-195, Terminal Block Din Rail 195 Amp95mm Gray, 285-195, 285-195, 9
﻿4361FUSE23112580, Industrial FuseNH00  500v 125 Amp 120 kA, 23.1125.80, 23112580, 9
﻿2803GLRLYHC2-H-AC240V-F, 8PIN PCB Mount Non-Latching Relay240V ac Coil 7A, HC2-H-AC240V, HC2-H-AC240V-F, 9
﻿1042MCDIL00AMC, 24VDC Contactor 12Amp 5.5kw(AC-3) 3NO, DIL00AMC(24VDC), DIL00AMC, 9
﻿1171DSPLAYFX6, Counter Timer 6 digit  100 ~ 240 VAC 72 x 72 mm, FX6, FX6, 9
﻿1161PILPLN22C-W, P. Indi. Light 22mm  Filament 220VAC  Light White, PLN-22C, PLN22C-W, 9
﻿1103INRLYGHR1041701R0001, 115 AC/DC Relay Module 1NO + 1NC 1C/O, GHR 1041701R0001, GHR1041701R0001, 9
﻿1033LMTSWHXCK-M, Limit Switch With Out Head - 1NC+1NO, XCK-M, XCK-M, 9
﻿1081TIMER3RP1525-1AP30, TIME RELAYON-DELAY 0.05 s.100 h 24AC/DC240VAC/DC, 3RP1525-1AP30, 3RP1525-1AP30, 9
﻿1043LMTSWH012352, Position Switch Plunger Plastic 1NO/1NC 400V	, AT0-11-S-IA, 012352, 9
﻿1603FUSDISLS501, Fuse Dissconnector1 Pole 32 Ampere - 690 V AC, LS501, LS501, 9
﻿1151ADSGEQC115200113, ES2 - Multi Tone Siren 106 dB110V 220 V AC  Red, ES2, C115200113, 9
﻿1032SSHXB4BG33, XB4 - Selector Switch 1.2Amp 600V AC - Stay Put, XB4BG33, XB4BG33, 9
﻿1582PBUTONAR22EOL-11M4Y, AR22 - 22 mm Push Button 200 ~ 220 V AC - Yellow, AR22EOL-11M4Y, AR22EOL-11M4Y, 9
﻿1083MC3RT1017-1AP00, Contactor230VAC 5.5KW/400V 12A(AC-3)3P 1N0, 3RT1017-1AP00, 3RT1017-1AP00, 9
﻿1033MCLC1D80M7, 220 VAC Contactor 3P 80 Amp (AC-3) 37 kW - 1NO+1NC, LC1D80, LC1D80M7, 9
﻿1041PLCCPU256269, Control relay24 V DC12DI(4AI)6DO relayseasyNet, EASY819-DC-RC, 256269, 9
﻿1032AUXISOVZ11, Side Mount Auxiliary Contact 32 A, VZ11, VZ11, 9
﻿1141TIMERAH2YB, Timing Relay Analogue 3Sec -30min 415VAC, AH2-YB, AH2YB, 9
﻿2701MICSWHZ15-G1703, Microswitch15A/250VAC SPDT with lever, Z15G1703, Z15-G1703, 9
﻿1031PBUTONXB4BA21, XB4 -22 mm Pushbutton Spring Return-Metal - Black, XB4BA21, XB4BA21, 9
﻿3061PVCSHRSHRD-95-Yellow, PVC Shroud  For Thimble Size 95 mm Yellow, SHRD-95-Yellow, SHRD-95-Yellow, 9
﻿1021SOCKET415, Mondo Socket - 16 Amp - 5 P  6 H  400 VRed/Grey, 16A-4Pin-Ip44-MondoPanel, 415, 9
﻿1071SMPSQS10121, Switch Power Supply 15-15VDC 15A - Spring Terminal, QS10.121, QS10121, 9
﻿1032RCBOA9D14810, Acti9 iC60N  RCBO 1P+Ns C 10A 30ms 6kA Type , IC60N-RCBO, A9D14810, 9
﻿1602MCRELY236993, Latching Relay16 Amp  24 VDC 1NO, EP513N, 236993, 9
﻿1082MPCB3RV10210AA10, MPCB - 0.11 - 0.16 Amp  (Icu) 100 kA - Rotary Type, 3RV1021-0AA10, 3RV10210AA10, 9
﻿1161PILPLN30-Y, P. Indi.Light 30mm  Filament 220VAC  Light-Yellow, PLN-30, PLN30-Y, 9
﻿1041CSWITC207091, Changeover Switch 5.5KW 2Pole  20A  3 Position, T0-2-15432/I1, 207091, 9
﻿1011JBD9020, 88 x 88 x 53mm Cable junction Boxes - Ex Type, D9020, D9020, 9
﻿1041MC276689, 240 VAC Contactor 3P 9 Amp (AC-3) 4 kW - 1NO	, DILM9-10(220V50HZ240V60HZ), 276689, 9
﻿2791GLRLYMY4NJ-DC24V, Glass Relay  14 Pin  5 A  Coil 24 V DC  4PDT, MY4N-J, MY4NJ-DC24V, 9
﻿1031APUSHBZBVM4, ZBVM - 22mm Light Block - Integral LED 230V - Red, ZBVM4, ZBVM4, 9
﻿1081MC3RT1015-1BB42, Contactor 24 VDC 3KW/400V 7A(AC-3) 3P 1NC, 3RT1015-1BB42, 3RT1015-1BB42, 9
﻿2232CIPSIG5285, Cyl Ind Sensor NOɸ 18mm Sn 8mmPNP18-36 VDC, IGB3008-BPKG, IG5285, 9
﻿1031AMCGCTLADN40, Aux. Contact for Magnetic Contactor - 4NO, LADN40, LADN40, 9
﻿1083MCB5SX21-C3, MCB - 5SX2 - 1P 3 Amp Breaking Capacity 6kA - AC, 5SX21-C3, 5SX21-C3, 9
﻿1001CDMPES087794, Photo ElectricD.MɸM18Sn 500mm1NPNLigh/Dark ON, OBT500-18GM60-E4, 087794, 9
﻿1031GLRLYRXM2AB2JD, RXM 2 C/O 12 V DC 12 A with LED 8Pin, RXM2AB2JD, RXM2AB2JD, 9
﻿1042PBUTON216938, Illuminated￿pushbutton￿actuator￿flush￿green￿I￿m, M22-DL-G-X1, 216938, 9
﻿1082MPCB3RV1021-0FA10, MPCB - 0.35...0.50Ampere(ICS)100KA - Rotary Type, 3RV1021-0FA10, 3RV1021-0FA10, 9
﻿1031MCCBEZC100N3030, MCCB  250 VDC 550 VAC 30 A 15kA at 415 VAC 3P, EZC100N, EZC100N3030, 9
﻿6392LMTSWH338-955, 3/2 NC G1/8 LEVER/ROLLER SERIES 3 MECHANICAL OP, 338-955, 338-955, 9
﻿2991MCPAK-12J-P3300-24V, 24 VAC Contactor 3P 12 Amp (AC-3) 5.5kW - 1NO, PAK-12J, PAK-12J-P3300-24V, 9
﻿1011JBDK2500G, 255 x 205 x 112 mm Cable Junction Box IP66, DK 2500 G, DK2500G, 9
﻿1041PCCBL202409, Programming Cable SUB-D9 Pole  Serial  length 2 m, EASY-PC-CAB, 202409, 9
﻿1761MULMETDT4282, DT4282 DIGITAL MULTIMETER True-RMS 1000V AC/DC , DT-4282, DT4282, 9
﻿2871LMTSWH101156135, ZR336 Position Switch 24V DC 230 AV, ZR336-11Z-M35, 101156135, 9
﻿1792TOLRMT-12/3H11, Thermal Overload Relay 9 - 13 A 690 V 1NO + 1NC, MT12/3H, MT-12/3H11, 9
﻿1101AMCGCT1SBN010120R1011, CAL4-11 AUX  Contact Block  1NC+1NC  690 VAC, CAL4-11, 1SBN010120R1011, 9
﻿1082FUSE3NA3344, LV HRC FUSE LINK GL/GG 250A SIZE 3 AC500V/DC440V, 3NA3344, 3NA3344, 9
﻿2791LMTSWHZCQ2255, Limit Switches Metal - Steal Roller Plunger, ZC-Q2255, ZCQ2255, 9
﻿1151STLGHT417102313, MRS 90 mm - Rotating Mirror Beacons 230 V AC Red, MRS, 417102313, 9
﻿3661DSPLAYEI99-G1K54M10000ZG, Digital Ampere Meter  96 x 96 mm  40- 300AC/DC, Ziegler Eine A, EI99-G1K54M10000ZG, 9
﻿1041SSH254432, 22mm Key Selector Switch Stay Put 2P Black, A22-RS, 254432, 9
﻿1081MPCB3RV1321-1JC10, Motor Protection Breaker, 3RV1321-1JC10, 3RV1321-1JC10, 9
﻿1031MCCBLV429636, Moulded Case Circuit Breaker - 25 Ampere 3P - 36KA, NSX100F, LV429636, 9
﻿1041MPCB088914, MPCB 2.5 - 4Amperelcu 150KA - Rotary Type, PKZM0-4-T, 088914, 9
﻿1031MCLC1D40AF7, 110 VAC Contactor 3P 40Amp (AC-3) 18.5kW - 1NO+1NC, LC1D40AF7, LC1D40AF7, 9
﻿1151STLGHT874262413, QDM 132mmLED light flashing110-240VAC/DC Red, QDM, 874262413, 9
﻿1102MCBS253-C40, MCB - 3P 40 Amp  Breaking Capacity 10 kA - AC, S253-C40, S253-C40, 9
﻿1032MECHIKLA9FF970, Mechanical Interlocking For Contactor LC1F115-150, LA9FF970, LA9FF970, 9
﻿1761ACHDT-4911, Test Lead Set CAT IV 300V CAT III 600V, DT4911, DT-4911, 9
﻿3951SSRSSNP-15F, Solid State Relay 4~20 mA  15 A  85 ~ 264 V AC, SSNP-15F, SSNP-15F, 9
﻿1033PBUTONZB4BP5, 22 mm projecting Pushbutton Spring Return - Yellow, ZB4BP5, ZB4BP5, 9
﻿2833HVDCON2130020, High-Current Connector With Bolt Connection200 A, UHV95-AS/AS, 2130020, 9
﻿1033GLRLYRXN41G11BD, Miniature Relay 14 Pin 5 A  Coil 24 V DC  4PDT, RXN 41G11 BD, RXN41G11BD, 9
﻿1043CONNTR272202, M12 Terminals Socke 5Pins  Straight , M12A5, 272202, 9
﻿1151VSADSGC111222005, CS1 Multi Tone Siren 88-109 dB 24V DC - Red, CS1, C111222005, 9
﻿1171CIPSPR124DN, Dia 12mm NPN-NO Ind Prox SensorSn 4mmCable Type, PR12-4DN, PR124DN, 9
﻿2783FUSEPHP009G, HRC Fuse Links 100 A 120 kA/660A, PHP009G, PHP009G, 9
﻿1031PBSBXALD04, Empty Enclosure 4 cut-out Lid Dark grey RAL 7016, XALD04, XALD04, 9
﻿1041CONNTR266135, M12 Plug connector 4Pins  Straight , M12A, 266135, 9
﻿1011JBKF3500G, 295 x 225 x 122 mm Cable Junction Box - IP 66/67, KF3500G, KF3500G, 9
﻿1001STPSKFD2-STC4-Ex1, Transmitter Power Supply, 122580, KFD2-STC4-Ex1, 9
﻿1931CT15093001, T11M Standard Ignition Transformer 230VSingle Lea, T11/M, 15093001, 9
﻿1151ADSGEQ874260313, ASM-Multi Tone Sounder dB113 240 VAC Red IP66, ASM, 874260313, 9
﻿2851GLRLYR15-2013-23-5110-WTL, Glass Relay 11 Pin 10 A Coil 110 VAC 3PDT, R15-2013-23-5110-WTL, R15-2013-23-5110-WTL, 9
﻿1001CIPS084485, Ind PNP NOɸ18mm Sn 8mm Connector type 10~60 VDC, NJ8-18GM50-E2-V1, 084485, 9
﻿2952TIMER2594012101, SZE3-On Delay Timing Element  Nomatic 0.3S~ 30Sec, SZE3-11 30S, 2594012101, 9
﻿1031ACB48001, Air Circuit Breaker -  H1 3P 65KA - 800Ampere, NW08H13, 48001, 9
﻿1032ASIMODASI67FFP40E, AS-Interface IP67 Interface IDC 4 I/P V2.1, ASI67FFP40E, ASI67FFP40E, 9
﻿1032ETOLRLRD126, Thermal Over Load Relay - Setting Range 5.5-8 Amp, LRD126, LRD126, 9
﻿1033MCRELYRM17TU00, Under Voltage  relay- range 208-480V AC, RM17TU00, RM17TU00, 9
﻿1081TIMER3RP15051BQ30, Timing Relay Multi Function  0.05s~100s, 3RP1505-1BQ30, 3RP15051BQ30, 9
﻿1011DSTBOXMi9401, 600 x 315 x 170 mm Combinable Empty boxes, Mi9401, Mi9401, 9
﻿1032MCCBLV431631, Moulded Case Circuit Breaker - 200Ampere 3P - 36kA, NSX250F, LV431631, 9
﻿1271CAMSWHCA34, Ammeter Switch 20 A  3 Phase 4 Position Blue, CA34, CA34, 9
﻿1011ACHENMISR4, Conversion set  Accessories of Hensel, MISR4, MISR4, 9
﻿3061LCBOXLCB-10x12, 10 x 12 Inch Emptyl Box16 GuageGrey Single Door, Local Box, LCB-10x12, 9
﻿1021SOCKET339, Plug Coupling  32 A 5 Pin6HIP67Red, 32A-5Pin-IP67-Coupler, 339, 9
﻿1082AXMPCB3RV1901-1B, Aux.Motor Protection Circuit Breaker - 1 NO + 1 NC, 3RV19011B, 3RV1901-1B, 9
﻿2203TOLRTH-5N, Thermal Overload Relay1.4 - 2.2A 600V 1NO + 1NC, TH-5N-1.4-2.2A, TH-5N, 9
﻿1582ELCBEW50AAG2P010, ELCB  2 P - 10 Ampere  Sensitivity 30 mA, EW50AAG, EW50AAG2P010, 9
﻿1032APUSHBZB2BW075, Single Contact Block10 Amp 1NC Screw Clamp, ZB2BW075, ZB2BW075, 9
﻿1631CIPSHYP-12R4PA, Dia 12mm Cyl. Inductive Sensor -Sn 4mm PNP/NO, HYP-12R4PA, HYP-12R4PA, 9
﻿1671DSPLAY022021165005, Analogue Ampere Meter  96 x 96 mm  AC 3A, FQ0207-3A, 022021165005, 9
﻿2791MICSWHZ-15GK55-B, Micro SwitchSpring PlungerSPDT15 A Snap Action, Z-15GK55-B, Z-15GK55-B, 9
﻿1632SSHARS-S312, ARS - Selector Switch 3 Position 1NO+1NC  Green, ARS-S312, ARS-S312, 9
﻿1031PILZB4BV05, ZB4BV - 22 mm Round Pilot Light Head - Yellow, ZB4BV05, ZB4BV05, 9
﻿5253CTWCCT-100-K,  CT AC50A/AC100A（45 〜 65Hz）, WCCT-100-K, WCCT-100-K, 9
﻿1011JBKF5060, 119 X 139 X 70mm Junction Box - Ex Type, KF5060, KF5060, 9
﻿1151ADSGEQC110620005, ES1 - Multi Tone Siren 103 dB  24 V DC  Red, ES1, C110620005, 9
﻿1171DSPLAYLE3S, Counter Timer3 digit  24 ~ 240 VAC/DC48 x 48 mm, LE3S, LE3S, 9
﻿1001CIPS109663, Ind PNP NO ɸ18mm Sn 8mm Cable PVC 5M 3P 10-30V, NBN8-18GK50-E2-5M, 109663, 9
﻿1793MCGMC-12, W/O/C Contactor 3P 12 Amp(AC-3) 5.5kW - 1NO+1NC, GMC-12W/O/C, GMC-12, 9
﻿1032PBUTONXB5AA31, XB5AA-22mm Flush Pushbutton Spring Return-Green, XB5AA31, XB5AA31, 9
﻿1031MCCBLV540416, Easypact CVS400N-400Amp-3PBreaking Capacity 50kA, CVS400N, LV540416, 9
﻿1031GLRLYRXM2AB2B7, RXM 2 C/O 24 V AC 12 A with LED 8Pin, RXM2AB2B7, RXM2AB2B7, 9
﻿1102MCBS204-C63, MCB -4P 63 Amp  Breaking Capacity 10 kA - AC, S204-C63, S204-C63, 9
﻿1041MC230052, 3P Contactor 6 A Coil 24 VDC3 KW1NO, DILEEM-10-G-C, 230052, 9
﻿3111CONSTPCO100A, Connection Strip  100 A , CO100A, CO100A, 9
﻿1102MCBS251NA-C40, MCB - 1P+N 40 Amp  Breaking Capacity 10 kA - AC, S251NA-C40, S251NA-C40, 8
﻿1034MCLC1D65A-W-O-Coil, W/O/C Contactor 3P 65 Amp (AC-3) 30 kW - 1NO+1NC, LC1D65, LC1D65A-W-O-Coil, 8
﻿3221CONNTR750-975, RJ45 Connector 8 Position Plastic gray IP 20, 750-975, 750-975, 8
﻿1761THRCPLDT4910, Hioki DT4910 K-Type Thermocouple -40 to 260 Degree, DT4910 (K) Thermo, DT4910, 8
﻿1041PLCCPU274119, Control Relay12DI(4AI) 6DO(R) 24VDC Expandable, EASY719-DC-RC, 274119, 8
﻿2991MCPAK-80H-P3300, 220 VAC Contactor 3P 90 Amp (AC-3) 45 kW - 2NO+2NC, PAK-80H, PAK-80H-P3300, 8
﻿1591GLRLY220306, Glass Relay Round11 Pin 10 A Coil 48 VDC 3PDT, PRC3P30CG, 220306, 8
﻿1661DSPLAYPM-SV, Digital Volt Meter 72 x 72 mm 0- 500 V AC, PM-SV, PM-SV, 8
﻿2792TIMERH3CR-A8E, Timing Relay On-Delay1.2 s~300h100~240VAC125 VD, H3CR-A8E, H3CR-A8E, 8
﻿1611DSPLAYDC-JA7-AW, Displays 24 X 48 Digital Counter  - 100~240, GJA7001, DC-JA7-AW, 8
﻿1011DSTBOXKV8106, 238 x 146 x 111 mm Distribution Boxes IP 65, KV8106, KV8106, 8
﻿1711SWRBKS-19, Spiral Wrapping Band  Length  10M Range 15-50mm, KS-19, KS-19, 8
﻿1593DSPLAY872406, Programmable Earth Fault Relay 110~ 240V0~10ma , RDMC, 872406, 8
﻿1042AMCGCT062006, Auxiliary Contacts Contactor 1P1NO Side Mout, NDIL0M, 062006, 8
﻿7992CAMSWH22254, Key Operate Auto/Hand Selector Switch 3P32 A, VN16-VT99-ZC-MXI9/SN3205-3, 22254, 8
﻿1021CONSTP650KS01, Neutral Strip 6 Way 1 Row Blue, 650KS01, 650KS01, 8
﻿1032VGIMODGB2CD14, Thermal-magnetic circuit breaker 1P + N - 8 A, GB2CD14, GB2CD14, 8
﻿1584MCSC6N, Contactor 3P 125Amp(AC-3) 60kW - 2NO+2NC, SC-6N, SC6N, 8
﻿1042MMCDILER-22(24VAC50HZ), Mini Contactor  2NO+2NC  10 Amp  24 VAC, DILER-22, DILER-22(24VAC50HZ), 8
﻿1032MCBC60HC32R30, MCB - C60HC -1P 32 Amp Breaking Capacity 10kA - AC, C60HC32R30, C60HC32R30, 8
﻿2792GLRLYMY4N-D2-24VDC, Glass Relay  14 Pin  5 A  Coil 24 VDC  4PDT	, MY4N-D2-24VDC, MY4N-D2-24VDC, 8
﻿1031APUSHBZBVM5, ZBVM - 22mm Light Block - Integral LED 230V-Orang, ZBVM5, ZBVM5, 8
﻿3271LMTSWHFR651, Limit switch with roller lever 1NO+1NC, FR651, FR651, 8
﻿1791MCCBABS33C3P015, MCCB3P 15Ampere Breaking Capacity - 7.5KA, ABS33C-3P15A, ABS33C3P015, 8
﻿1031MCBA9F44304, MCB - IC60N - 3P 4Amp Breaking Capacity 10kA - AC, IC60N3PC4, A9F44304, 8
﻿2702LMTSWHAH-7120, micro switch AH-7120 Rating 4A 125VAC 2A 250Vac, AH-7120, AH-7120, 8
﻿1671ACPMTRDIAL-FQ0207-30/5A-60A, Front Dial Plate for Ammeter FQ0207-30/5A-60, DIAL-FQ0207-30/5A-60A, DIAL-FQ0207-30/5A-60A, 8
﻿1791TOLRMT12/3H15, Thermal Overload Relay12 - 18A 690 V 1NO + 1NC, MT-12/3H, MT12/3H15, 8
﻿2792MICSWHA-20GL-B7-K, SNAP ACTION SWITCH  10A 250VAC, A-20GL-B, A-20GL-B7-K, 8
﻿1021CONSTP650KS03, Earth Strip 6 Way 1 Row Green+Yellow, 650KS03, 650KS03, 8
﻿1081MPCB3VU1300-0ME00, MPCB - 0.4 - 0.6 Ampere (Icu) 100kA - Button Type, 3VU1300-0ME00, 3VU1300-0ME00, 8
﻿2791TIMERH3CRG8EL, Timing Relay Star-delta 0.5 Sec ~ 120 Sec 240VAC, H3CR-G8EL, H3CRG8EL, 8
﻿1032PBUTONZB6DW4, Illum Red Push Button Head Spring Return 16mm, ZB6DW4, ZB6DW4, 8
﻿1151STLGHT874162313, QDS Light LED Non-stop light signalFlasher 230Vac, QDS, 874162313, 8
﻿1581TOLRTK5-1NH-18, Thermal Overload Relay 12-18A  600 V 1NO + 1NC, TK-5-1NH, TK5-1NH-18, 8
﻿1371PNLFAN4314, Panel Fan150 x 150 mm (6 inch) 24 VDC, 4314, 4314, 8
﻿2642DOLSTRMS-125D-PB-3HP, DOL Starter kW 3 HP 415 VAC Coil, MS-125D-PB-3HP, MS-125D-PB-3HP, 8
﻿1002CIPS3RG4112-0AF01-PF, IND PROXIMITY SENSOR, 3RG4112-0AF01-PF, 3RG4112-0AF01-PF, 8
﻿1032MMCLC1K0610R7, Mini Contactor-440 VAC6 A1NO3 kW, LC1K0610R7, LC1K0610R7, 8
﻿1031PLCMODABE7B20MRM20, Communication Interface12DI8DO for Twido Modular, ABE7B20MRM20, ABE7B20MRM20, 8
﻿1171RTBPESBYD3M-TDT, Rect Thru Beam Photo Sensor-Sn 3m NPN/Dark ON, BYD3M-TDT, BYD3M-TDT, 8
﻿2883GLRLYPT570024, Glass Relay Round 14 Pin 6 A Coil 24 VDC 4PDT, PT570024, PT570024, 8
﻿2792GLRLYMY2Z, Glass Relay  8 Pin  10A  Coil 24 V DC  DPDT, MY2Z-24VDC, MY2Z, 8
﻿1011JBWP0404B, Cable junction box104x104x70 with Terminals, WP 0404B, WP0404B, 8
﻿1271DSPLAYKM9648-E, Digital Multi Meter 3 Digit 110~220V 96 x 48  mm, KM-9648-E, KM9648-E, 8
﻿1031ETOLRLRD3359, Thermal Over Load Relay - Setting Range  48...65 A, LRD3359, LRD3359, 8
﻿1571SSRSSR-25DA, 25 A Solid State Relay Module 3-32 VDC / 24-380VAC, SSR-25DA, SSR-25DA, 8
﻿1032MMCLP2K0610MD, Contactor 3P 6 A 2.2 kW 220 VDC 1 NO, LP2K0610MD3, LP2K0610MD, 8
﻿2981MCCBXS50NB2P030, MCCB2P 30Ampere Breaking Capacity - 25KA, XS50NB, XS50NB2P030, 8
﻿1032TIMERRE7RB11MW, Timing Relayofff delay0.05~1S240 VAC/VDC, RE7RB11MW, RE7RB11MW, 8
﻿1021SOCKETAT119, Wall Socket - 16Ampere - 5P 6H IP67 Red, 16A-5Pin-IP67-Wall, AT119, 8
﻿1973MICSWHF831618, Micro Switch  5 A 250 VAC SPDT Roller Plunger	, F83161.8, F831618, 8
﻿1082TOLR3UA5000-1F, Thermal Overload Relay 3.2-5A 690V 1NO + 1NC, 3UA50 00-1F, 3UA5000-1F, 8
﻿1084MMC3TA6003-0A, 220 V Aux Contactor6 A  4P 1 NO + 3 NC, 3TA6003-0A, 3TA6003-0A, 8
﻿1582MCSC03415VAC, 415 VAC Contactor 3P 9Amp(AC-3) 4 kW - 1NO+1NC, SC-03, SC03415VAC, 8
﻿2791ELCHOLPS-5S, Electrode Holder 5 Electrodes PBT, PS-5S, PS-5S, 8
﻿1032MCB25843, MCB - C60HB - 1P 10Amp Breaking Capacity 15kA - AC, C60H1PB10, 25843, 8
﻿1042MCDIL4AM145/22,  DIL4AM145 3 pole 75kW 142A  100HP, DIL4AM145/22, DIL4AM145/22, 8
﻿1031REFLETXUZC100, Sensor - Reflector - 100 x 100 mSquare, XUZC100, XUZC100, 8
﻿2801RTBPESVF-M10, Photo Electric SensorSn 10 mLight+Dark ON12~240, VF-M10, VF-M10, 8
﻿1032ETOLRLR2K0306, Thermal Over Load Relay -Setting Range 0.8-1.2Amp, LR2K0306, LR2K0306, 8
﻿2202MCBBKM-G6A, MCB - G6A - 1P 6 Amp Breaking Capacity 6kA-AC, BKM-G6A, BKM-G6A, 8
﻿1031UVTACB33673, Under Voltage Release For ACB - Voltage 380-480VAC, 33673, 33673, 8
﻿1043MC276406, 220VAC Contactor relay 2N/O+2N/C AC 16A, DILA-22(220V50/60HZ), 276406, 8
﻿2182FUSEA130UD73TTI900, ELECTRIC FUSE 900A 1300VAC , A130UD73TTI900, A130UD73TTI900, 8
﻿1041PLCCPU212313, I/O expansion 12DI 8DO(Trans) 24 V DC easyLink, EASY620-DC-TE, 212313, 8
﻿1171DSPLAYTC4M14R, TC4M- Temp-Controller 4 Digit100~240VRelay + SSR, TC4M-14R, TC4M14R, 8
﻿1082MPCB3RV1011-1FA10, MPCB - 3.5-5Ampere (ICS) 65KA - Button Type, 3RV1011-1FA10, 3RV1011-1FA10, 8
﻿1083TIMER3RP1574-2NP30, Timing Relay Adjustable star delta1s~20s 220V VAC, 3RP1574-2NP30, 3RP1574-2NP30, 8
﻿1031ENGANYM6200A0A0B0A0A0R, ION6200-Multi Meter-Basic Reading 4 Digit  RS485, ION6200, M6200A0A0B0A0A0R, 8
﻿1041TIMER031891, Timing Relay Multi function 0.05s~100h 24~240 V, ETR4-69-A, 031891, 8
﻿1011DSTBOXMi9311, 450 x 315 x 214 mm Combinable Empty Boxes, Mi9311, Mi9311, 8
﻿1082FSBASE3NW7011, Moduler Fuse Base 160A Plug in Connection, 3NW7011, 3NW7011, 8
﻿1043SSCDILSM16V-K, 90~240 VAC Solid State Contactor 20 Ampere3P, DILSM16V-K, DILSM16V-K, 8
﻿1031MCCBEZC250N3125, MCCB  250 VDC550 VAC125 A25kA at 415 VAC 3P, EZC250N, EZC250N3125, 8
﻿2792TIMERH3Y-2(110VAC10s), Timing Relay On-delay 0s~10s 110 VAC, H3Y-2(110 VAC10s), H3Y-2(110VAC10s), 8
﻿2792GLRLYLY4ZN-24VDC, Plug In Relay14 Pin 7A Coil 24 VDC 4PDT, LY4ZN-24VDC, LY4ZN-24VDC, 8
﻿1021SOCKET139306, Wall Socket - 32 Amp - 3 P 6H  230V Blue IP 67, 32A-3Pin-IP67-wall, 139306, 8
﻿1001IRE124601, Incremental Rotary Encoder ɸ58mm2048PPRPushpull, RVI58N-011K1R61N-02048, 124601, 8
﻿1032MCB24076, MCB - C60N - 1P 10Amp Breaking Capacity 10kA - AC, C60N2PB10, 24076, 8
﻿1032PBUTONZB5AA6, 22 mm Pushbutton Head Spring Return Plastic-Blue, ZB5AA6, ZB5AA6, 8
﻿1392PNLFANUF16FC23, Panel Fan6 Inch 120 X 120 X 38 mm 230 VAC, UF-16FC23, UF16FC23, 8
﻿1001RIPS187481, Ind PNP NOVarikont Sn20mm Connector M124P 10-30V, NBB20-L2-E2-V1, 187481, 8
﻿1031PCCBLABF-T26B100, Telefast Cable For Twido Base  1 m, ABFT26B100, ABF-T26B100, 8
﻿1584MCSCN5, Contactor 3P 105Amp(AC-3) 55kW - 2NO+2NC, SC-N5, SCN5, 8
﻿1792MCGMC-18, W/O/C Contactor 3P 18Amp(AC-3) 7.5kW - 1NO+1NC, GMC-18W/O/C, GMC-18, 8
﻿1582ELCBEW50AAG2P015, ELCB  2 P - 15 Ampere  Sensitivity 30 mA, EW50AAG, EW50AAG2P015, 8
﻿1011DSTBOXMi0411, 600 x 300 x 214 mm Combinable Empty Box, Mi0411, Mi0411, 8
﻿1032MCCBLV429647, Moulded Case Circuit Breaker - 16 Ampere 4P - 36KA, NSX100F, LV429647, 8
﻿1012ACHENMiSS45, Hensel Busbar 25 x 10 mm 630 A Copper, MiSS45/ft, MiSS45, 8
﻿1031MCB20542, MCB C32H - DC - 2P 2 Amp Breaking Capacity 10kA, C32H-DC, 20542, 8
﻿1032PILZB5AV01S, ZB5AV Dia 22 mm Pilot Light Head Plastic White	, ZB5AV01S, ZB5AV01S, 8
﻿1033APUSHBZB6EB3B, 16mm Contact BlockIntegral LED 12-24 AC/DC Green, ZB6EB3B, ZB6EB3B, 8
﻿1032MCB24992, MCB C60H 50A 2P Breaking Capacity 15kA-AC Type, C60H2PC50, 24992, 8
﻿1034MCLC1D65008-W-O-Coil,  Contactor 4P 80 Amp (AC-3) 34 kW, LC1D65008, LC1D65008-W-O-Coil, 8
﻿1582MCSRC3631-5-1/X, 110 VAC Reversing Contactor 3P  1NO+1NC, SRC3631-5-1/X, SRC3631-5-1/X, 8
﻿1001CIPS083992, Ind PNP NO ɸ18mm Sn 5mm Cable PVC 2M 3P 10-60VDC, NJ5-18GM50-E2, 083992, 8
﻿7431ITAPSHi-Insulation-Tap, Hi  Insulation Tape , Hi-Insulation-Tap, Hi-Insulation-Tap, 8
﻿1301SOLVAL032U1236, EV220B Solenoid Valve 2/2 Ways Servo Operatied, EV220B, 032U1236, 8
﻿1033VGIMODGB2CD12, Thermal-magnetic circuit breaker 1P + N - 6 A, GB2CD12, GB2CD12, 8
﻿1102MCBS252S-C32, MCB - 1 P 32 A  Breaking Capacity 10 kA - AC, S252S-C32, S252S-C32, 8
﻿1043MPCB278484, MPCB 6.3-10Ampere lcu 50KA - Button Type, PKZM01-10, 278484, 8
﻿1081TMPR3RN1012-1CK00, Motor Protection Relay  1NO+1NC  230/110 VAC, 3RN1012-1CK00, 3RN1012-1CK00, 8
﻿1041TOLR278433, Thermal Overload Relay 0.24-0.4A 690V 1NO+1NC, ZB12-0.4, 278433, 8
﻿1331EMTACCUK, Mounting Plate Support, UK, UK, 8
﻿1042MC277827, 110VAC Contactor 3P 50 Amp (AC-3) 22 kW - 3NO, DILM50(110V50HZ120V60HZ), 277827, 8
﻿1171DSPLAYTZ4L14C, TZ4L-Temp-Controller 4 Digit100~240V DC 4~20mA, TZ4L-14C, TZ4L14C, 8
